StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q2,Q3,Q3,Q4,Q5,Q6,Q7,Q7_6_TEXT,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q130,Q131,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q139,Q140,Q141,Q142,Q143,Q144,Q145,Q8,Q9,Q10,Q11,Q11_11_TEXT,Q12,Q12_11_TEXT,Q13,Q14,disasterfs_supply_1,disasterfs_selection_1,disasterfs_kinds_1,disasterfs_quality_1,disasterfs_safe_1,disasterfs_transport_1,disasterfs_barriers_1,disasterfs_health_1,disasterfs_worry_1,disasterfs_enjoy_1,disasterfs_cook_1,disasterfs_equipment_1,disasterfs_services_1,disasterfs_budget_1,disasterfs_foodaid_1,Q17_18_1,disasterfs_supply_2,disasterfs_selection_2,disasterfs_kinds_2,disasterfs_quality_2,disasterfs_safe_2,disasterfs_transport_2,disasterfs_barriers_2,disasterfs_health_2,disasterfs_worry_2,disasterfs_enjoy_2,disasterfs_cook_2,disasterfs_equipment_2,disasterfs_services_2,disasterfs_budget_2,disasterfs_foodaid_2,Q17_18_2,disasterfs_supply_3,disasterfs_selection_3,disasterfs_kinds_3,disasterfs_quality_3,disasterfs_safe_3,disasterfs_transport_3,disasterfs_barriers_3,disasterfs_health_3,disasterfs_worry_3,disasterfs_enjoy_3,disasterfs_cook_3,disasterfs_equipment_3,disasterfs_services_3,disasterfs_budget_3,disasterfs_foodaid_3,Q17_18_3,Q16#1_1,Q16#1_2,Q16#1_3,Q16#1_4,Q16#1_5,Q16#1_6,Q16#1_7,Q16#1_8,Q16#1_9,Q16#1_10,Q16#1_11,Q16#1_12,Q16#1_13,Q16#1_14,Q16#1_14_TEXT,Q16#2_1,Q16#2_2,Q16#2_3,Q16#2_4,Q16#2_5,Q16#2_6,Q16#2_7,Q16#2_8,Q16#2_9,Q16#2_10,Q16#2_11,Q16#2_12,Q16#2_13,Q16#2_14,Q16#2_14_TEXT,Q17#1_1,Q17#1_2,Q17#1_3,Q17#1_4,Q17#2_1,Q17#2_2,Q17#2_3,Q17#2_4,Q17#3_1,Q17#3_2,Q17#3_3,Q17#3_4,Q18#1_1,Q18#2_1,Q18#3_1,Q19#1_1,Q19#2_1,Q19#3_1,Q20#1_1,Q20#1_2,Q20#1_3,Q20#1_4,Q20#1_5,Q20#1_6,Q20#1_7,Q20#1_8,Q20#1_9,Q20#1_9_TEXT,Q20#2_1,Q20#2_2,Q20#2_3,Q20#2_4,Q20#2_5,Q20#2_6,Q20#2_7,Q20#2_8,Q20#2_9,Q20#2_9_TEXT,Q20#3_1,Q20#3_2,Q20#3_3,Q20#3_4,Q20#3_5,Q20#3_6,Q20#3_7,Q20#3_8,Q20#3_9,Q20#3_9_TEXT,Q21#1_1,Q21#1_2,Q21#1_3,Q21#1_4,Q21#1_5,Q21#1_6,Q21#1_7,Q21#1_8,Q21#1_9,Q21#1_10,Q21#1_11,Q21#1_12,Q21#1_13,Q21#1_14,Q21#1_15,Q21#1_16,Q21#1_17,Q21#1_17_TEXT,Q21#2_1,Q21#2_2,Q21#2_3,Q21#2_4,Q21#2_5,Q21#2_6,Q21#2_7,Q21#2_8,Q21#2_9,Q21#2_10,Q21#2_11,Q21#2_12,Q21#2_13,Q21#2_14,Q21#2_15,Q21#2_16,Q21#2_17,Q21#2_17_TEXT,Q21#3_1,Q21#3_2,Q21#3_3,Q21#3_4,Q21#3_5,Q21#3_6,Q21#3_7,Q21#3_8,Q21#3_9,Q21#3_10,Q21#3_11,Q21#3_12,Q21#3_13,Q21#3_14,Q21#3_15,Q21#3_16,Q21#3_17,Q21#3_17_TEXT,Q22,Q22_5_TEXT,Q23#1_1,Q23#1_2,Q23#1_3,Q23#1_4,Q23#2_1,Q23#2_2,Q23#2_3,Q23#2_4,Q23#3_1,Q23#3_2,Q23#3_3,Q23#3_4,phq_nervous,phq_worry,gad_pleasure,gad_down,Q25,Q26,Q27,Q27_10_TEXT,Q70,Q71,Q72,Q73,Q74,Q74_2_TEXT,Q75,Q76,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q78,Q78_8_TEXT,Q153,Q154,Q161,Q79,Q81,Q82,Q82_6_TEXT,Q83,Q83_7_TEXT,Q84,Q155,opp,RISN,rid,V,Q_BallotBoxStuffing,Q_RelevantIDFraud,Q_TotalDuration,Q_CHL,transaction_id,SVID,tg,Region,clean,ResponseID,gc,term,LS,PS,Q_QualityScore,Q_Quality_TIMESTAMP
13-10-2025 18:00,13-10-2025 18:10,0,100,556,1,13-10-2025 18:10,R_7MSBgREWxhzY24H,,anonymous,EN,1,1,1,1,2,1,6,Puerto rican,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,7,Heat wave,7,"7,10",,6,,3,5,3,1,3,2,2,3,2,4,1,3,3,2,3,4,3,3,2,2,3,3,2,2,3,4,2,3,2,3,4,3,2,3,3,3,2,2,3,2,3,4,3,2,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,4,2,3,3,3,3,2,2,1,3,3,4,,,,1,1,,1,,,,1,,1,,1,1,,,,,,1,,1,1,,,1,,,,,,,1,,,,,,1,,,,,,,,1,1,,1,,,1,1,,1,,1,1,,1,1,,,,,1,,,1,,,1,,,,,1,,,,,1,,2,3,3,3,3,2,4,3,4,4,3,3,2,3,2,2,"1,3",4,,,43,2,1,,2,11,2,1,0,0,2,3,0,1,,2,1,1,2,3,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,556,anonymous,40Kz99zlEUib6qpqv6NKXb,44415019,,1_3_and_4,0,R_7MSBgREWxhzY24H,1,,{Invalid Expression},1564,,
13-10-2025 15:13,13-10-2025 18:21,0,100,11326,1,13-10-2025 18:21,R_6PMJRF7YyiBKlZv,,anonymous,EN,1,1,1,2,1,2,2,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,2,Flooding,7,"2,8",,"2,6",,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,3,2,1,2,1,4,2,3,1,1,3,2,1,1,1,1,1,2,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,2,3,1,2,2,2,1,1,2,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,None,,,,,,,,,,,,,,,,,,None,3,,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,,1,,,43,1,2,2,8,,1,4,0,3,0,2,0,1,,1,1,4,5,2,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,11326,anonymous,1zsxT9UaX81KOrSGfbojhS,44415040,,1_3_and_4,0,R_6PMJRF7YyiBKlZv,1,,{Invalid Expression},1585,,
13-10-2025 19:05,13-10-2025 19:14,0,100,556,1,21-10-2025 10:14,R_3xvVHMefLYj2stX,,anonymous,EN,1,1,1,1,1,1,"1,3",,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,14,EF 5,5,"1,3,8",,"1,5,6,8,9",,3,2,2,2,1,1,1,3,1,1,1,2,2,2,2,2,4,2,3,2,2,1,2,3,3,2,1,3,3,3,3,3,4,3,2,3,1,2,1,3,3,1,1,1,2,2,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,1,3,3,3,3,2,2,3,2,2,1,2,1,3,3,1,1,,,1,1,,,,,1,,,1,,1,,,,,,,1,1,,1,1,,,,1,1,1,,,1,,,,,,,1,,,,,,1,1,1,,1,1,,1,1,,,,1,,,,,,1,1,1,,1,,,1,1,,,,1,,,,,,6,,2,2,3,1,3,2,3,1,3,2,3,1,3,3,2,2,"1,3",3,"2,9",,28,2,1,4,4,,6,3,1,1,,1,,1,,1,1,4,3,3,"4,5",,"1,3",,1,,Qual2676-0927DisasterFoodSecurity,,,,,,556,anonymous,3ZtzTfxMQpIdLZX7l97pMq,44431396,,2_6_and_9,0,R_3xvVHMefLYj2stX,1,,{Invalid Expression},1561,15,2025-10-21T16:14:09.022Z
13-10-2025 19:50,13-10-2025 20:00,0,100,594,1,13-10-2025 20:00,R_6HbM2mp8rEiDMRi,,anonymous,EN,1,1,1,2,1,2,2,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,15,NONE,5,"3,4,6",,"4,5",,1,3,2,3,3,1,3,2,3,2,2,2,3,2,2,3,3,3,2,3,1,2,3,3,2,2,2,2,2,1,2,3,1,2,3,2,3,2,3,2,2,3,1,2,2,3,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,2,2,3,2,3,2,2,3,1,1,2,3,2,2,1,,1,1,1,,,1,1,GOOD,,1,1,1,,1,1,1,1,GOOD,,1,1,,1,,,,1,GOOD,1,,,1,1,,,,1,,,,1,,,,1,FOOD,,1,1,,1,1,1,1,,,1,1,,1,1,,1,FOOD,,1,,1,1,,,,,1,,,,,,1,1,FOOD,6,,2,3,2,3,3,3,2,2,2,2,2,1,2,3,3,2,1,2,"3,4",,36,1,2,1,8,,3,2,0,1,0,2,0,1,,1,1,1,5,2,"2,4",,"2,3",,1,NONE,Qual2676-0927DisasterFoodSecurity,,,,,,594,anonymous,18VL0yazE4qpgIqfBjHbJC,44415040,,2_6_and_9,0,R_6HbM2mp8rEiDMRi,1,,{Invalid Expression},1585,,
13-10-2025 23:21,13-10-2025 23:39,0,100,1083,1,21-10-2025 10:14,R_384GpumEd3vs2n7,,anonymous,EN,1,1,1,2,1,1,7,,9,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,Great fire ,2,"7,8,9",,"4,6,7",,2,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,2,3,3,3,3,2,2,3,3,2,1,1,1,3,3,,,,,,1,1,,,,1,1,1,1,1,,1,1,,,,,1,1,1,,,1,,,1,1,,1,,,,1,,1,,,,,,1,,,,,,1,,1,1,,1,,,,1,,,,,,1,1,,1,,1,,,,1,1,,,,,,,,3,,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,1,,2,,,32,1,1,,6,,1,5,1,1,0,2,0,1,,1,1,3,3,2,5,,8,,2,Nothing ,Qual2676-0927DisasterFoodSecurity,,,,,,1083,anonymous,2q0FfnmN6wy3Q3pMvqeSOL,44415019,,2_6_and_9,0,R_384GpumEd3vs2n7,1,,{Invalid Expression},1564,15,2025-10-21T16:14:09.022Z
14-10-2025 01:01,14-10-2025 01:14,0,100,758,1,14-10-2025 01:14,R_1dFDFltOMvRc4B0,,anonymous,EN,1,1,1,1,2,1,"1,2,6",Nigerian,20,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Hurricane henry,7,"2,3,4,5,6",,1,,3,2,4,2,4,3,2,3,3,4,2,2,3,3,4,4,2,3,4,2,3,3,3,2,4,3,1,2,4,2,3,4,3,4,1,3,2,3,3,4,2,3,2,3,3,2,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,,1,1,1,,1,,,,1,,1,,1,,1,1,,,1,,,,1,1,,1,,,1,,,1,,1,1,1,1,,1,,1,1,,1,1,Farming,,1,1,1,,1,,1,,1,1,1,,1,1,1,1,Farming,,,1,,1,,,,1,,,,,1,,1,1,Farming,6,,3,2,2,2,3,3,3,2,4,3,2,3,1,3,1,1,1,4,"3,8,9",,28,2,2,"3,5",3,,1,1,0,1,0,1,O,1,,1,1,2,1,1,"2,3,4",,2,,2,Not at this time,Qual2676-0927DisasterFoodSecurity,,,,,,758,anonymous,62Asz9Q332u1JAWOmx749L,44415019,,1_3_and_4,0,R_1dFDFltOMvRc4B0,1,,{Invalid Expression},1564,,
14-10-2025 02:47,14-10-2025 03:00,0,100,736,1,14-10-2025 03:00,R_1Litsfw4YEMPtE5,,anonymous,EN,1,1,1,1,2,1,5,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,11,Lightning,3,"2,3",,4,,2,1,3,2,4,4,4,3,3,3,2,3,3,2,4,3,2,3,3,3,3,4,4,2,2,3,3,2,1,3,3,2,3,3,1,2,2,3,4,3,2,3,4,1,1,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,2,3,3,3,2,3,2,2,1,1,1,3,2,2,1,,1,,1,1,,,1,New,1,,1,1,,,1,,1,New,1,1,1,,1,,,1,,New,1,,,,,,1,,,,,1,,,,1,,New,,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,New,,,,1,1,,,,,1,1,,,1,,,,New,6,,3,4,3,3,3,1,2,4,3,2,2,2,1,2,2,2,3,1,3,,25,2,1,4,3,,1,4,0,0,0,3,0,1,,1,1,1,3,1,"1,2",,8,,2,New,Qual2676-0927DisasterFoodSecurity,,,,,,736,anonymous,4oZ1KE9zSd4D9qaROPCEsR,44415019,,2_6_and_9,0,R_1Litsfw4YEMPtE5,1,,{Invalid Expression},1564,,
14-10-2025 05:26,14-10-2025 05:45,0,100,1140,1,14-10-2025 05:45,R_74wSCrvCTAdEOuO,,anonymous,EN,1,1,1,2,2,1,6,Mixed Race,11,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,water restriction,7,"7,11",Damage to parks,"7,11",Damage to foliage,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,4,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,4,1,1,1,4,1,1,1,2,2,2,1,1,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,,2,"3,7",,70,1,1,"3,5",8,,5,1,0,0,1,0,1,4,,1,1,1,5,1,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,1140,anonymous,16NHMSEmJCxLnZFBiRD28e,44415019,,1_3_and_4,0,R_74wSCrvCTAdEOuO,1,,{Invalid Expression},1564,,
14-10-2025 07:09,14-10-2025 07:21,0,100,742,1,14-10-2025 07:21,R_3PSh9BaymeL0gvv,,anonymous,EN,1,1,1,2,1,1,4,,9,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Lola,1,"8,9",,9,,3,5,2,3,2,3,2,3,2,2,3,2,1,1,2,3,3,4,3,2,3,2,2,4,1,2,2,2,3,2,2,4,1,4,2,1,3,2,2,4,3,2,2,1,1,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,4,3,3,3,1,2,2,1,2,2,1,3,1,1,1,,,1,,1,,,,,,1,,,1,,1,,,,,,1,,,,,1,,,1,,1,,,,,1,,,1,,,,1,,,,,1,,,1,1,,,1,,,1,1,,,,,,,,,1,,,1,,,1,,,,1,,1,,,1,,3,2,4,3,1,4,4,3,1,1,2,3,3,2,1,3,3,2,3,,21,2,1,2,4,,1,2,0,1,1,2,0,2,,1,1,3,3,1,4,,8,,2,Nothing ,Qual2676-0927DisasterFoodSecurity,,,,,,742,anonymous,63Ru8BnV6PAQCWnz6jAs8Z,44415019,,2_6_and_9,0,R_3PSh9BaymeL0gvv,1,,{Invalid Expression},1564,,
14-10-2025 12:21,14-10-2025 12:37,0,100,925,1,14-10-2025 12:37,R_5nizp4mM4PxnIUV,,anonymous,EN,1,1,1,1,1,1,2,,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Use an official name if it exists (like Hurricane Katrina or Cyclone Amphan).Or, if there’s no official/local name, create your own — something short and memorable so you’ll recognize it later in the survey.",3,2,,7,,1,2,2,2,1,1,1,2,3,4,4,3,2,2,2,2,2,4,1,1,2,2,3,2,4,3,1,3,2,2,2,3,3,4,1,2,2,3,3,2,1,2,1,2,3,4,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,2,2,2,3,2,4,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,good,1,1,1,1,1,1,1,1,1,good,1,1,1,1,1,1,1,1,1,good,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,good,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,good,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,good,1,,3,2,2,2,3,2,2,2,3,2,2,2,1,2,3,3,1,2,2,,44,2,1,1,6,,1,3,1,1,1,1,1,1,,1,1,1,3,2,3,,2,,1,"During disasters, it can be very difficult to find fresh and affordable food. Supply chains are often disrupted, and local stores run out quickly. Having better emergency food distribution systems would really help communities like mine.",Qual2676-0927DisasterFoodSecurity,,,,,,925,anonymous,3Tz14eLefNVZY5LBhBoEB8,44415019,,2_6_and_9,0,R_5nizp4mM4PxnIUV,1,,{Invalid Expression},1564,,
14-10-2025 15:48,14-10-2025 16:06,0,100,1051,1,14-10-2025 16:06,R_18M0JgpqwZP3HIx,,anonymous,EN,1,1,1,1,2,2,4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,13,Scary wind,7,"1,3,5",,1,,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3,1,3,1,3,3,2,1,2,2,4,2,1,1,1,1,3,1,2,3,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,3,3,3,3,2,2,3,3,1,1,1,3,2,3,,,,1,,,1,1,,,,,,1,,,1,1,,,,,,1,,,1,1,,,1,1,1,,,,,,,,1,,1,,,,,,1,1,1,,,,,,,,1,,1,,,,,,1,1,1,,,,,,,,1,,1,,,,,,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,"2,3",5,"2,10",Heart failure ,54,2,2,2,4,,2,1,,,,1,,7,,2,1,2,1,4,1,,8,,2,No,Qual2676-0927DisasterFoodSecurity,,,,,,1051,anonymous,1DkQmECziavCoAHm1ttGi5,44453268,,5_and_7,0,R_18M0JgpqwZP3HIx,1,,{Invalid Expression},1593,,
14-10-2025 16:10,14-10-2025 16:18,0,100,443,1,14-10-2025 16:18,R_3r2Dg9xXFFy8cVt,,anonymous,EN,1,1,1,1,1,2,4,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,12,Tropical,4,"1,3,4,5",,"1,4,5,8",,2,2,2,3,3,2,2,2,3,3,2,3,2,3,3,3,2,3,2,2,3,2,3,2,3,3,3,2,2,2,3,2,3,2,4,3,3,2,3,2,1,3,3,3,2,3,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,3,3,2,2,4,2,1,2,3,1,1,1,2,3,3,1,,,,1,,,1,,,,1,1,1,,,1,,,,,,,,1,1,,,,,,1,,,,1,,,1,,,,1,,1,,,,1,,1,1,,,1,1,,1,1,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,2,,2,3,3,2,3,2,1,3,2,1,3,2,2,3,2,2,2,3,6,,43,1,2,2,4,,2,2,0,1,0,1,0,2,,2,1,1,2,4,7,,8,,2,No comments ,Qual2676-0927DisasterFoodSecurity,,,,,,443,anonymous,50Yg5BpZBESHH2mkBpd73S,44453268,,1_3_and_4,0,R_3r2Dg9xXFFy8cVt,1,,{Invalid Expression},1593,,
14-10-2025 19:04,14-10-2025 19:12,0,100,475,1,14-10-2025 19:12,R_3ODcwYIxYa0sYKm,,anonymous,EN,1,1,1,2,2,2,4,,23,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Ellicott city,1,"1,3,4,5,6",,"1,5",,1,1,1,2,1,2,4,3,4,4,1,3,1,2,3,4,3,2,2,3,2,2,3,3,4,2,3,2,2,3,4,3,3,3,4,4,2,4,4,4,4,4,2,2,3,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,4,2,2,2,4,2,2,3,2,1,2,1,3,4,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,1,2,,,39,2,2,2,8,,1,2,0,0,0,2,0,1,,1,1,1,5,1,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,475,anonymous,3NjnavynGHKtavjSY3YdqS,44453268,,1_3_and_4,0,R_3ODcwYIxYa0sYKm,1,,{Invalid Expression},1593,,
14-10-2025 20:12,14-10-2025 20:16,0,100,226,1,14-10-2025 20:16,R_3qGI3umFfDpMVSF,,anonymous,EN,1,1,1,2,2,2,4,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,5,The earthquake ,4,"1,2,3,5",,"2,5",,1,2,2,2,3,3,3,3,4,4,2,2,2,3,3,3,3,3,3,2,2,3,1,1,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,3,2,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,1,,,,,1,,,,,,1,,1,1,,1,,,,,,1,,,,,1,,,,1,,,1,1,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,6,,2,3,3,2,3,2,3,2,3,2,2,3,3,3,2,2,1,2,9,,25,1,2,2,6,,2,1,0,0,0,3,0,1,,1,1,4,3,1,"3,4,5",,"4,5",,2,None,Qual2676-0927DisasterFoodSecurity,,,,,,226,anonymous,0y5o4LiEkbhzzR4FXuwNwr,44460486,,1_3_and_4,0,R_3qGI3umFfDpMVSF,1,,{Invalid Expression},1531,,
14-10-2025 20:17,14-10-2025 20:32,0,100,918,1,14-10-2025 20:32,R_133mK5NT29qHZT3,,anonymous,EN,1,1,1,2,1,2,4,,21,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Ida,2,"1,2,3,4,5,6,7,8,9,10",,"1,2,6,7,8",,1,2,3,3,2,3,1,1,1,1,1,1,1,1,2,3,1,1,3,3,2,3,1,1,3,1,1,1,1,2,2,3,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,,,,,,1,,,,,1,,1,1,1,1,,,,,,1,1,1,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,1,1,1,,,,,,,1,1,,,1,,,,,3,,1,1,2,1,3,3,2,1,2,2,2,1,2,1,1,1,,3,"1,10",High chole,44,2,2,2,6,,10,2,0,1,0,2,0,1,,2,1,4,3,2,,,8,,2,None,Qual2676-0927DisasterFoodSecurity,,,,,,918,anonymous,04YVflsmOEmXuVJQVWlFlo,44460486,,2_6_and_9,0,R_133mK5NT29qHZT3,1,,{Invalid Expression},1531,,
14-10-2025 20:26,14-10-2025 20:39,0,100,785,1,14-10-2025 20:39,R_37JhTnBXaypxGeZ,,anonymous,EN,1,1,1,2,2,2,4,,52,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,Summer Winds,7,"1,3",,"1,4",,3,2,1,1,1,4,1,1,1,1,1,1,3,1,2,2,1,1,2,2,1,4,1,1,1,1,1,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,3,2,1,1,1,1,2,1,2,1,2,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,1,1,1,2,2,2,1,1,1,1,1,1,3,3,1,3,3,"3,8",,84,1,2,2,7,,4,2,0,0,0,0,2,2,,2,1,2,5,2,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,785,anonymous,3BxfTTFisH5Az8M2P61gpj,44460486,,5_and_7,0,R_37JhTnBXaypxGeZ,1,,{Invalid Expression},1531,,
14-10-2025 20:42,14-10-2025 20:47,0,100,306,1,21-10-2025 10:14,R_5LhZfp3aaVGgzXY,,anonymous,EN,1,1,1,1,2,1,1,,13,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,erma,1,"1,2,3,5,6",,"1,2,4",,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,3,3,3,3,2,2,2,2,3,3,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,3,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,"2,3",3,"1,2",,22,1,1,4,7,,4,1,0,0,1,0,0,2,,1,1,4,2,1,7,,3,,2,n/a,Qual2676-0927DisasterFoodSecurity,,,,,,306,anonymous,6mzbINaOQAoLiK8K5sBW9h,44415019,,1_3_and_4,0,R_5LhZfp3aaVGgzXY,1,,{Invalid Expression},1564,15,2025-10-21T16:14:09.022Z
