StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q2,Q3,Q3,Q4,Q5,Q6,Q7,Q7_6_TEXT,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q130,Q131,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q139,Q140,Q141,Q142,Q143,Q144,Q145,Q8,Q9,Q10,Q11,Q11_11_TEXT,Q12,Q12_11_TEXT,Q13,Q14,disasterfs_supply_1,disasterfs_selection_1,disasterfs_kinds_1,disasterfs_quality_1,disasterfs_safe_1,disasterfs_transport_1,disasterfs_barriers_1,disasterfs_health_1,disasterfs_worry_1,disasterfs_enjoy_1,disasterfs_cook_1,disasterfs_equipment_1,disasterfs_services_1,disasterfs_budget_1,disasterfs_foodaid_1,Q17_18_1,disasterfs_supply_2,disasterfs_selection_2,disasterfs_kinds_2,disasterfs_quality_2,disasterfs_safe_2,disasterfs_transport_2,disasterfs_barriers_2,disasterfs_health_2,disasterfs_worry_2,disasterfs_enjoy_2,disasterfs_cook_2,disasterfs_equipment_2,disasterfs_services_2,disasterfs_budget_2,disasterfs_foodaid_2,Q17_18_2,disasterfs_supply_3,disasterfs_selection_3,disasterfs_kinds_3,disasterfs_quality_3,disasterfs_safe_3,disasterfs_transport_3,disasterfs_barriers_3,disasterfs_health_3,disasterfs_worry_3,disasterfs_enjoy_3,disasterfs_cook_3,disasterfs_equipment_3,disasterfs_services_3,disasterfs_budget_3,disasterfs_foodaid_3,Q17_18_3,Q16#1_1,Q16#1_2,Q16#1_3,Q16#1_4,Q16#1_5,Q16#1_6,Q16#1_7,Q16#1_8,Q16#1_9,Q16#1_10,Q16#1_11,Q16#1_12,Q16#1_13,Q16#1_14,Q16#1_14_TEXT,Q16#2_1,Q16#2_2,Q16#2_3,Q16#2_4,Q16#2_5,Q16#2_6,Q16#2_7,Q16#2_8,Q16#2_9,Q16#2_10,Q16#2_11,Q16#2_12,Q16#2_13,Q16#2_14,Q16#2_14_TEXT,Q17#1_1,Q17#1_2,Q17#1_3,Q17#1_4,Q17#2_1,Q17#2_2,Q17#2_3,Q17#2_4,Q17#3_1,Q17#3_2,Q17#3_3,Q17#3_4,Q18#1_1,Q18#2_1,Q18#3_1,Q19#1_1,Q19#2_1,Q19#3_1,Q20#1_1,Q20#1_2,Q20#1_3,Q20#1_4,Q20#1_5,Q20#1_6,Q20#1_7,Q20#1_8,Q20#1_9,Q20#1_9_TEXT,Q20#2_1,Q20#2_2,Q20#2_3,Q20#2_4,Q20#2_5,Q20#2_6,Q20#2_7,Q20#2_8,Q20#2_9,Q20#2_9_TEXT,Q20#3_1,Q20#3_2,Q20#3_3,Q20#3_4,Q20#3_5,Q20#3_6,Q20#3_7,Q20#3_8,Q20#3_9,Q20#3_9_TEXT,Q21#1_1,Q21#1_2,Q21#1_3,Q21#1_4,Q21#1_5,Q21#1_6,Q21#1_7,Q21#1_8,Q21#1_9,Q21#1_10,Q21#1_11,Q21#1_12,Q21#1_13,Q21#1_14,Q21#1_15,Q21#1_16,Q21#1_17,Q21#1_17_TEXT,Q21#2_1,Q21#2_2,Q21#2_3,Q21#2_4,Q21#2_5,Q21#2_6,Q21#2_7,Q21#2_8,Q21#2_9,Q21#2_10,Q21#2_11,Q21#2_12,Q21#2_13,Q21#2_14,Q21#2_15,Q21#2_16,Q21#2_17,Q21#2_17_TEXT,Q21#3_1,Q21#3_2,Q21#3_3,Q21#3_4,Q21#3_5,Q21#3_6,Q21#3_7,Q21#3_8,Q21#3_9,Q21#3_10,Q21#3_11,Q21#3_12,Q21#3_13,Q21#3_14,Q21#3_15,Q21#3_16,Q21#3_17,Q21#3_17_TEXT,Q22,Q22_5_TEXT,Q23#1_1,Q23#1_2,Q23#1_3,Q23#1_4,Q23#2_1,Q23#2_2,Q23#2_3,Q23#2_4,Q23#3_1,Q23#3_2,Q23#3_3,Q23#3_4,phq_nervous,phq_worry,gad_pleasure,gad_down,Q25,Q26,Q27,Q27_10_TEXT,Q70,Q71,Q72,Q73,Q74,Q74_2_TEXT,Q75,Q76,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q78,Q78_8_TEXT,Q153,Q154,Q161,Q79,Q81,Q82,Q82_6_TEXT,Q83,Q83_7_TEXT,Q84,Q155,opp,RISN,rid,V,Q_BallotBoxStuffing,Q_RelevantIDFraud,Q_TotalDuration,Q_CHL,transaction_id,SVID,tg,Region,clean,ResponseID,gc,term,LS,PS,Q_QualityScore,Q_Quality_TIMESTAMP
11/10/2025 21:49,11/10/2025 21:56,0,100,417,1,11/10/2025 21:56,R_5ET1nbLRdD8bG3E,,anonymous,EN,1,1,1,1,2,2,2,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,14,Hurricane Andrew ,4,"2,3,4,6,8",,"1,4,5,7,9,10",,1,1,3,3,3,3,2,2,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,2,3,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,4,3,2,3,3,3,2,1,2,1,1,1,2,2,2,1,1,1,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,1,,1,,1,,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,3,,3,2,3,3,3,3,2,3,3,2,2,3,4,3,4,4,3,1,"3,4,5,6",,44,1,2,3,6,,4,2,0,0,0,1,0,1,,1,2,4,2,1,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,417,anonymous,17i7QvO3lyavwVIJkStysK,44373845,,2_6_and_9,0,R_5ET1nbLRdD8bG3E,1,,{Invalid Expression},430,,
11/10/2025 22:08,11/10/2025 22:32,0,100,1433,1,11/10/2025 22:32,R_3j8ryJvbXf55mzw,,anonymous,EN,1,1,1,1,1,2,2,,20,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,unsure,1,"1,3,4,5,8,9",,"1,9",,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,,,1,,,,1,,,,,,,,,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,"1,3",3,7,,47,2,2,3,4,,3,3,0,0,4,4,1,2,,1,1,1,2,1,1,,"2,3,5",,1,,Qual2676-0927DisasterFoodSecurity,,,,,,1433,anonymous,3RGGAbhWdUPo4WfCwIVKfG,44373845,,1_3_and_4,0,R_3j8ryJvbXf55mzw,1,,{Invalid Expression},430,,
11/10/2025 23:27,11/10/2025 23:34,0,100,457,1,11/10/2025 23:34,R_7dtmRn8GkTNAJlr,,anonymous,EN,1,1,1,1,2,2,2,,27,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Walter,4,4,,5,,3,2,3,2,3,3,2,2,3,2,3,2,2,3,2,3,3,3,3,2,3,2,3,3,2,3,3,4,3,3,4,3,4,4,2,3,1,3,3,3,2,3,3,3,3,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,2,2,4,2,3,3,2,1,2,2,4,2,1,1,,1,,,,,,1,Pention,,1,,,,1,1,1,1,Pention,,,,1,1,,,,1,Pention,1,,,1,,,,1,1,,,1,1,,1,,1,Pentagon ,,1,,,1,1,1,,,1,,,1,,,1,,Pentagon ,,,1,,,,,,,,1,,,1,,,,Pentagon ,2,,2,4,4,1,2,4,2,3,4,4,2,3,2,2,3,3,1,2,,,34,1,2,3,5,,0,2,0,0,0,1,0,1,,1,1,1,2,1,1,,8,,2,No,Qual2676-0927DisasterFoodSecurity,,,,,,457,anonymous,3M3nqX8O6kADP84dPgjM2M,44373845,,1_3_and_4,0,R_7dtmRn8GkTNAJlr,1,,{Invalid Expression},430,,
12/10/2025 0:05,12/10/2025 0:19,0,100,869,1,21-10-2025 10:14,R_6oaNumImOH57aZi,,anonymous,EN,1,1,1,1,2,2,2,,25,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Tornado ,5,"1,3,4,7,8",,"1,6,8",,1,5,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2,2,3,3,3,2,3,2,3,4,2,2,3,3,1,2,2,1,2,1,1,1,1,2,2,3,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,3,3,2,2,2,3,3,3,1,1,1,2,2,3,,1,1,1,1,,1,,,Had to prepare by stocking up,,1,1,1,1,1,,1,1,Had to prepare by stocking up,1,,1,1,1,1,,,,Had to prepare by stocking up,1,1,1,,,,1,,,,,1,,,1,1,1,Obtained food from grocery store ,,,,1,1,1,,1,1,1,1,,1,,,,,Obtained food from grocery store ,1,,1,,1,,,1,1,1,,,1,1,,,,Obtained food from grocery store ,1,,1,4,3,4,2,2,2,4,2,3,2,3,4,4,4,4,1,4,10,Depression ,52,1,2,3,5,,5,1,0,0,0,1,0,7,,1,1,2,1,4,"1,4",,8,,,No,Qual2676-0927DisasterFoodSecurity,,,,,,869,anonymous,6Sgca1bNkmF5pNxC3xhHkL,44373845,,5_and_7,0,R_6oaNumImOH57aZi,1,,{Invalid Expression},430,15,2025-10-21T16:14:09.022Z
12/10/2025 2:52,12/10/2025 7:50,0,100,17904,1,12/10/2025 7:50,R_1Gq5lzyTLUXSxXO,,anonymous,EN,1,1,1,1,2,2,4,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,7,Heatstroke,7,1,,11,None,3,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,1,,,,1,,,,1,None,,1,,1,,1,,1,,None,,,1,,,,1,,,None,,,1,,,,1,,,,1,,,,1,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,,1,,,,1,,,,1,,,,,,2,,2,1,2,2,2,2,1,2,1,2,2,1,3,3,2,2,"1,3",3,"3,9",,34,2,2,2,5,,0,5,0,0,0,4,0,2,,1,1,1,2,3,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,17904,anonymous,1Qw7gXrnxKcPMIFsRGrcGe,44373845,,2_6_and_9,0,R_1Gq5lzyTLUXSxXO,1,,{Invalid Expression},430,,
12/10/2025 14:53,12/10/2025 14:58,0,100,264,1,12/10/2025 14:58,R_1SDoUXfYSLPwSZc,,anonymous,EN,1,1,1,1,1,2,2,,13,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Mori,2,1,,1,,1,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,3,2,3,3,2,3,2,1,1,1,3,3,3,1,,,,1,,,,,,,1,,1,,1,,1,,,,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,1,,,,1,,,,1,,,,1,,,,2,,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,1,2,9,,28,1,2,3,5,,1,2,0,1,0,1,0,1,,1,1,4,3,1,2,,3,,2,It was very nice and OK at the time. ,Qual2676-0927DisasterFoodSecurity,,,,,,264,anonymous,11KckvmyZ1ObMfmnM5yXv5,44397453,,1_3_and_4,0,R_1SDoUXfYSLPwSZc,1,,{Invalid Expression},378,,
12/10/2025 14:56,12/10/2025 15:02,0,100,355,1,12/10/2025 15:02,R_6PYruW60sgISI0t,,anonymous,EN,1,1,1,2,2,2,2,,13,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Katrina ,1,"1,4,6",,,,1,1,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,3,2,3,3,2,3,2,2,2,1,2,2,3,,,,1,,,,,,,1,,1,,1,,1,,,,,1,,,,1,,1,,,1,,,,1,,,,1,,,,1,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,1,,,,1,,,,1,,,,1,,,,2,,3,2,3,2,3,2,3,2,3,2,3,2,3,3,4,3,3,2,8,,43,1,2,3,4,,2,1,0,0,0,1,1,1,,1,1,4,3,1,5,,5,,2,None I know about that is everything ok ,Qual2676-0927DisasterFoodSecurity,,,,,,355,anonymous,4UKON6o7r0YW4anEw3sLZs,44397453,,1_3_and_4,0,R_6PYruW60sgISI0t,1,,{Invalid Expression},378,,
12/10/2025 14:51,12/10/2025 15:02,0,100,681,1,12/10/2025 15:02,R_7VMKFVw2de5VsBz,,anonymous,EN,1,1,1,2,2,1,6,Multiracial ,17,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Flooding ,5,"1,2,3,4,5,9",,"4,5,9",,,,2,3,3,2,2,3,3,2,3,2,2,3,3,3,2,2,3,2,3,3,3,2,2,3,3,2,2,3,2,3,2,2,3,2,2,2,3,3,3,2,3,2,2,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2,3,3,2,3,3,3,1,1,1,2,3,2,,1,,,,1,,,,,,,1,1,,,1,,,,1,,,1,1,,,1,,,1,,,,,,,,1,1,,,,,,,,,,1,1,,,,1,1,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,1,1,1,,,2,,3,2,3,2,2,3,2,3,3,3,3,2,3,3,2,3,1,3,,,19,2,1,"3,4,5",3,,6,1,0,0,1,0,2,1,,1,1,2,4,1,"1,4",,8,,2,No comment ,Qual2676-0927DisasterFoodSecurity,,,,,,681,anonymous,41T6ocWF5HXasUHVUpYUfj,44397442,,5_and_7,0,R_7VMKFVw2de5VsBz,1,,{Invalid Expression},367,,
12/10/2025 14:55,12/10/2025 15:05,0,100,644,1,12/10/2025 15:05,R_1qDWCALYssZNDQH,,anonymous,EN,1,1,1,1,2,2,2,,11,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Sandy,1,"1,3,5,8",,"1,6,8",,3,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,2,1,2,2,3,2,3,3,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,3,3,3,3,2,3,3,3,1,1,1,4,2,3,1,,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,3,3,10,Arthritis,67,2,2,3,4,,3,3,0,0,0,0,2,4,,1,1,1,1,2,7,,8,,2,More friends can help,Qual2676-0927DisasterFoodSecurity,,,,,,644,anonymous,1Eg6wfMnWSxO1tGU3Hx7e5,44397453,,1_3_and_4,0,R_1qDWCALYssZNDQH,1,,{Invalid Expression},378,,
12/10/2025 15:14,12/10/2025 15:26,0,100,705,1,12/10/2025 15:26,R_3QuML4Wr34jAg4e,,anonymous,EN,1,1,1,1,2,2,"2,3",,13,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Hurricane ,2,"1,2,3,4,5,6,7,8,9,10",,"1,2,6,7,8,9,10",,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,3,2,3,2,3,2,2,1,1,1,3,2,4,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,2,2,1,2,2,2,1,3,3,2,4,"2,3",3,10,Depression ,40,2,2,"1,3",5,,6,3,0,0,1,1,1,2,,1,1,2,2,1,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,705,anonymous,6RtqDWxAQ4ePWreD660mEn,44397453,,1_3_and_4,0,R_3QuML4Wr34jAg4e,1,,{Invalid Expression},378,,
12/10/2025 15:23,12/10/2025 15:29,0,100,378,1,12/10/2025 15:29,R_191iBv4R0UIVtNY,,anonymous,EN,1,1,1,1,2,2,2,,25,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,4,"1,3,4",,1,,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,3,3,4,4,2,3,1,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,1,1,,,,,,,,,1,Stock up,,,,,,1,,,,Stock up,1,1,1,1,1,1,1,1,1,Stock up,,,,,,,,,,,,,,,,,,Got it together ,,,,,,,,,,,,,,,,,,Got it together ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Got it together ,3,,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,,1,,,37,1,2,3,4,,4,3,0,0,0,2,0,1,,1,1,2,1,2,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,378,anonymous,7DTm6A45DkiCqnWxIpE06f,44397453,,5_and_7,0,R_191iBv4R0UIVtNY,1,,{Invalid Expression},378,,
12/10/2025 15:35,12/10/2025 15:43,0,100,519,1,12/10/2025 15:43,R_6M7oxKv6Y2NX4zf,,anonymous,EN,1,1,1,1,2,2,"2,3",,23,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Heatwave ,5,,,,,3,5,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,,,1,1,1,,1,,,,1,,,,,,1,,,,,1,,,,1,1,,,1,1,1,1,1,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,1,,,,,,,,3,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,,,32,2,2,"1,3",3,,0,4,0,0,0,3,0,3,,1,1,4,1,1,1,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,519,anonymous,4U1gNe7ecgKjEko4KjaOY7,44397453,,1_3_and_4,0,R_6M7oxKv6Y2NX4zf,1,,{Invalid Expression},378,,
12/10/2025 15:43,12/10/2025 15:50,0,100,391,1,21-10-2025 10:14,R_6CNTPzufIr96YwN,,anonymous,EN,1,1,1,1,2,2,2,,20,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,QmaOn,2,"2,5,6",,"4,7",,1,5,1,2,2,3,3,3,4,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,1,2,2,1,2,2,2,2,1,2,1,1,2,1,1,,,,,1,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,6,,1,2,1,2,2,3,3,3,2,2,2,2,1,3,3,3,1,1,10,None,35,2,2,3,4,,0,1,0,0,0,0,0,5,,1,1,2,2,1,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,391,anonymous,3NO4rehZyIWhJrHuncI3b6,44397453,,1_3_and_4,0,R_6CNTPzufIr96YwN,1,,{Invalid Expression},378,15,2025-10-21T16:14:09.022Z
12/10/2025 15:45,12/10/2025 15:51,0,100,321,1,12/10/2025 15:51,R_1hWgXORxRd9QyNr,,anonymous,EN,1,1,1,2,1,2,2,,28,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,7,Heat of the summer ,7,"2,5,8,9",,"4,5",,1,1,2,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,4,4,4,4,2,2,4,4,2,2,3,3,3,3,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,,,,1,1,1,,,,,1,,1,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,1,,,,1,,1,,,,,1,,,1,1,,1,,1,1,1,,1,,,,3,,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,3,,25,1,2,3,6,,3,1,0,0,0,0,0,1,,1,1,2,3,1,4,,2,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,321,anonymous,4JWBM26io9cHk3vlIokvZZ,44397453,,5_and_7,0,R_1hWgXORxRd9QyNr,1,,{Invalid Expression},378,,
12/10/2025 15:47,12/10/2025 15:54,0,100,400,1,12/10/2025 15:54,R_6pX1ekvm5ph0NwF,,anonymous,EN,1,1,1,1,2,1,1,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,9,The winter storm,3,"1,2,3,4,5,6,9,10",,"1,2",,3,5,2,2,3,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,4,3,4,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,,30,1,1,"2,5",4,,10,1,0,0,0,2,0,1,,1,1,4,2,3,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,400,anonymous,3xZmNak1AYFx0wf4pIDyjj,44397453,,2_6_and_9,0,R_6pX1ekvm5ph0NwF,1,,{Invalid Expression},378,,
12/10/2025 15:48,12/10/2025 15:56,0,100,496,1,12/10/2025 15:56,R_6MfmTugKTo1O8xb,,anonymous,EN,1,1,1,2,2,2,2,,14,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Hurricane Helene,5,"1,2,3,4,6,7",,"1,2",,,,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,2,2,2,4,3,2,2,2,2,1,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,,,,,,1,,1,1,,1,1,,,1,,1,1,,,,1,,,1,,,,,,1,,1,,,,,,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,,,42,1,2,3,4,,0,1,,,,,,1,,1,1,4,3,1,7,,8,,2,,Qual2676-0927DisasterFoodSecurity,,,,,,496,anonymous,57otIsqlysOjv7ag8hOW60,44397453,,1_3_and_4,0,R_6MfmTugKTo1O8xb,1,,{Invalid Expression},378,,
12/10/2025 15:49,12/10/2025 15:57,0,100,491,1,12/10/2025 15:57,R_6n5YQG2Po3KNBu0,,anonymous,EN,1,1,1,2,2,2,2,,13,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Milton,5,"1,2,3,4,5,7,8,9",,"1,2,4,5,6,8",,3,1,1,2,1,2,3,2,2,3,3,2,3,2,3,2,3,3,1,3,2,1,2,3,3,2,2,2,2,1,2,3,2,3,2,3,3,1,2,1,2,2,2,1,2,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,4,2,2,3,2,2,2,3,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,Safety ,,1,,1,,1,,1,1,Safety ,,,,,,,,1,1,Safety ,1,,1,1,,1,1,1,1,,1,1,,,,1,,Safety ,,1,,,1,,,,,1,,,1,1,,,,Safety ,,,,,,,,,,,,,,,1,1,1,Safety ,1,,2,2,3,2,1,3,2,4,1,2,2,3,2,2,2,2,1,1,1,,36,2,2,3,3,,2,2,0,1,0,0,0,1,,1,1,4,2,1,7,,8,,2,Nothing ,Qual2676-0927DisasterFoodSecurity,,,,,,491,anonymous,4DJs1JSUuuunxUuJuTh4Y3,44397453,,1_3_and_4,0,R_6n5YQG2Po3KNBu0,1,,{Invalid Expression},378,,
12/10/2025 15:46,12/10/2025 16:01,0,100,891,1,12/10/2025 16:01,R_3w5eBJOpvRRAHBv,,anonymous,EN,1,1,1,1,2,2,2,,19,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Shadow Storm ,1,"2,3,5",,"7,8",,3,1,2,3,1,2,2,2,2,2,2,1,2,1,3,3,2,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,1,2,2,2,3,2,2,3,3,2,3,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,,,,,,,,,1,Pantry,1,1,1,1,1,1,1,1,1,Pantry,,,,,,,,,,Pantry,,,,,,,,,,,,,,,,1,,Garden,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Garden,,,,,,,,,,,,,,,,,,Garden,1,,3,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,,,55,1,2,3,4,,1,1,0,0,0,1,0,1,,1,1,2,1,1,1,,8,,2,N/A,Qual2676-0927DisasterFoodSecurity,,,,,,891,anonymous,17opPfaJUtG5j2VRJaDod0,44397453,,5_and_7,0,R_3w5eBJOpvRRAHBv,1,,{Invalid Expression},378,,
